hiLocus	iLocus	Species	Protein
HymHub-v0.3.0-HILC-358	CfloILC-15645		XP_011259305.1
HymHub-v0.3.0-HILC-358	HsalILC-08871		XP_011138326.1
HymHub-v0.3.0-HILC-358	PcanILC-03803		XP_014599425.1
HymHub-v0.3.0-HILC-358	PdomILC-13459		XP_015187551.1
HymHub-v0.3.0-HILC-358	NvitILC-03688		XP_001605750.1
HymHub-v0.3.0-HILC-359	AmelILC-13199		XP_006557635.1
HymHub-v0.3.0-HILC-359	BterILC-00639		XP_003393369.1
HymHub-v0.3.0-HILC-359	CfloILC-01378		XP_011256455.1
HymHub-v0.3.0-HILC-359	HsalILC-11824		XP_011141020.1
HymHub-v0.3.0-HILC-359	PcanILC-05249		XP_014601679.1
HymHub-v0.3.0-HILC-359	PdomILC-05394		XP_015175420.1
HymHub-v0.3.0-HILC-359	NvitILC-04021		XP_001603104.1
HymHub-v0.3.0-HILC-360	AmelILC-03659		XP_624950.1
HymHub-v0.3.0-HILC-360	BterILC-02288		XP_003394615.1
HymHub-v0.3.0-HILC-360	CfloILC-25961		XP_011267158.1
HymHub-v0.3.0-HILC-360	HsalILC-03211		XP_011153997.1
HymHub-v0.3.0-HILC-360	PcanILC-01435		XP_014614983.1
HymHub-v0.3.0-HILC-360	PdomILC-02116		XP_015191210.1
HymHub-v0.3.0-HILC-360	NvitILC-04414		XP_003424105.1
HymHub-v0.3.0-HILC-361	AmelILC-13110		NP_001011581.1
HymHub-v0.3.0-HILC-361	BterILC-09701		XP_012170832.1
HymHub-v0.3.0-HILC-361	CfloILC-21040		XP_011263331.1
HymHub-v0.3.0-HILC-361	HsalILC-04633		XP_011134816.1
HymHub-v0.3.0-HILC-361	PcanILC-03514		XP_014598937.1
HymHub-v0.3.0-HILC-361	PdomILC-03516		XP_015172433.1
HymHub-v0.3.0-HILC-361	NvitILC-22828		XP_003424431.1
HymHub-v0.3.0-HILC-362	AmelILC-11657		XP_006566676.1
HymHub-v0.3.0-HILC-362	BterILC-07667		XP_003398689.1
HymHub-v0.3.0-HILC-362	CfloILC-23155		XP_011265028.1
HymHub-v0.3.0-HILC-362	HsalILC-16188		XP_011144890.1
HymHub-v0.3.0-HILC-362	PcanILC-08599		XP_014606748.1
HymHub-v0.3.0-HILC-362	PdomILC-08423		XP_015180169.1
HymHub-v0.3.0-HILC-362	NvitILC-07362		XP_003424374.1
HymHub-v0.3.0-HILC-363	AmelILC-13405		XP_006560252.1
HymHub-v0.3.0-HILC-363	BterILC-10450		XP_003400851.1
HymHub-v0.3.0-HILC-363	CfloILC-06553		XP_011251693.1
HymHub-v0.3.0-HILC-363	HsalILC-15526		XP_011144289.1
HymHub-v0.3.0-HILC-363	PcanILC-12227		XP_014611885.1
HymHub-v0.3.0-HILC-363	PdomILC-11437		XP_015184667.1
HymHub-v0.3.0-HILC-363	NvitILC-03011		XP_008215782.1
HymHub-v0.3.0-HILC-364	AmelILC-09845		XP_006559291.1
HymHub-v0.3.0-HILC-364	BterILC-06770		XP_012168389.1
HymHub-v0.3.0-HILC-364	CfloILC-21251		XP_011263469.1
HymHub-v0.3.0-HILC-364	HsalILC-02721		XP_011153450.1
HymHub-v0.3.0-HILC-364	PcanILC-07746		XP_014605473.1
HymHub-v0.3.0-HILC-364	PdomILC-00281		XP_015173539.1
HymHub-v0.3.0-HILC-364	NvitILC-21926		XP_003427847.1
HymHub-v0.3.0-HILC-365	AmelILC-11642		XP_392985.3
HymHub-v0.3.0-HILC-365	BterILC-07658		XP_003398727.1
HymHub-v0.3.0-HILC-365	CfloILC-11026		XP_011255332.1
HymHub-v0.3.0-HILC-365	HsalILC-17884		XP_011146160.1
HymHub-v0.3.0-HILC-365	PcanILC-00036		XP_014614931.1
HymHub-v0.3.0-HILC-365	PdomILC-07054		XP_015177958.1
HymHub-v0.3.0-HILC-365	NvitILC-04540		XP_008208739.1
HymHub-v0.3.0-HILC-366	AmelILC-13222		XP_006557625.1
HymHub-v0.3.0-HILC-366	BterILC-10421		XP_003400832.1
HymHub-v0.3.0-HILC-366	CfloILC-27278		XP_011268004.1
HymHub-v0.3.0-HILC-366	HsalILC-21980		XP_011149779.1
HymHub-v0.3.0-HILC-366	PcanILC-02620		XP_014616859.1
HymHub-v0.3.0-HILC-366	PdomILC-10511		XP_015183219.1
HymHub-v0.3.0-HILC-366	NvitILC-07607		XP_008216439.1
HymHub-v0.3.0-HILC-367	AmelILC-04392		XP_003249994.1
HymHub-v0.3.0-HILC-367	BterILC-02731		XP_012163648.1
HymHub-v0.3.0-HILC-367	CfloILC-15648		XP_011259306.1
HymHub-v0.3.0-HILC-367	HsalILC-08868		XP_011138324.1
HymHub-v0.3.0-HILC-367	PcanILC-02334		XP_014616388.1
HymHub-v0.3.0-HILC-367	PdomILC-00624		XP_015180352.1
HymHub-v0.3.0-HILC-367	NvitILC-07381		XP_001602260.2
HymHub-v0.3.0-HILC-368	AmelILC-07154		XP_006557693.1
HymHub-v0.3.0-HILC-368	BterILC-05387		XP_012166222.1
HymHub-v0.3.0-HILC-368	CfloILC-21469		XP_011263624.1
HymHub-v0.3.0-HILC-368	HsalILC-05549		XP_011135557.1
HymHub-v0.3.0-HILC-368	PcanILC-08914		XP_014607228.1
HymHub-v0.3.0-HILC-368	PdomILC-04876		XP_015174738.1
HymHub-v0.3.0-HILC-368	NvitILC-10169		XP_008206914.1
HymHub-v0.3.0-HILC-369	AmelILC-00910		XP_006568622.1
HymHub-v0.3.0-HILC-369	BterILC-04476		XP_012165181.1
HymHub-v0.3.0-HILC-369	CfloILC-16492		XP_011259963.1
HymHub-v0.3.0-HILC-369	HsalILC-17235		XP_011145723.1
HymHub-v0.3.0-HILC-369	PcanILC-12934		XP_014612792.1
HymHub-v0.3.0-HILC-369	PdomILC-13139		XP_015187072.1
HymHub-v0.3.0-HILC-369	NvitILC-11727		XP_008211315.1
HymHub-v0.3.0-HILC-370	AmelILC-02803		XP_006569156.1
HymHub-v0.3.0-HILC-370	BterILC-01366		XP_012175499.1
HymHub-v0.3.0-HILC-370	CfloILC-05975		XP_011251275.1
HymHub-v0.3.0-HILC-370	HsalILC-19823		XP_011147959.1
HymHub-v0.3.0-HILC-370	PcanILC-07692		XP_014605373.1
HymHub-v0.3.0-HILC-370	PdomILC-11045		XP_015183980.1
HymHub-v0.3.0-HILC-370	NvitILC-13302		XP_001603939.2
HymHub-v0.3.0-HILC-371	AmelILC-01648		XP_394163.3
HymHub-v0.3.0-HILC-371	BterILC-00376		XP_003393136.1
HymHub-v0.3.0-HILC-371	CfloILC-19729		XP_011262351.1
HymHub-v0.3.0-HILC-371	HsalILC-18936		XP_011147141.1
HymHub-v0.3.0-HILC-371	PcanILC-03220		XP_014598336.1
HymHub-v0.3.0-HILC-371	PdomILC-05756		XP_015176176.1
HymHub-v0.3.0-HILC-371	NvitILC-23583		XP_008214454.1
HymHub-v0.3.0-HILC-372	AmelILC-09040		XP_006557279.1
HymHub-v0.3.0-HILC-372	BterILC-11976		XP_003401933.1
HymHub-v0.3.0-HILC-372	CfloILC-03270		XP_011268573.1
HymHub-v0.3.0-HILC-372	HsalILC-18713		XP_011146969.1
HymHub-v0.3.0-HILC-372	PcanILC-01760		XP_014615577.1
HymHub-v0.3.0-HILC-372	PdomILC-07691		XP_015178998.1
HymHub-v0.3.0-HILC-372	NvitILC-10833		XP_008207561.1
HymHub-v0.3.0-HILC-373	AmelILC-15230		XP_006561477.1
HymHub-v0.3.0-HILC-373	BterILC-12281		XP_012173784.1
HymHub-v0.3.0-HILC-373	CfloILC-05640		XP_011250955.1
HymHub-v0.3.0-HILC-373	HsalILC-19987		XP_011148106.1
HymHub-v0.3.0-HILC-373	PcanILC-11746		XP_014611268.1
HymHub-v0.3.0-HILC-373	PdomILC-05109		XP_015175019.1
HymHub-v0.3.0-HILC-373	NvitILC-03572		XP_001603923.2
HymHub-v0.3.0-HILC-374	AmelILC-12711		XP_624210.1
HymHub-v0.3.0-HILC-374	BterILC-09582		XP_012170947.1
HymHub-v0.3.0-HILC-374	CfloILC-01081		XP_011254081.1
HymHub-v0.3.0-HILC-374	HsalILC-12411		XP_011141580.1
HymHub-v0.3.0-HILC-374	PcanILC-00326		XP_014598595.1
HymHub-v0.3.0-HILC-374	PdomILC-03365		XP_015172162.1
HymHub-v0.3.0-HILC-374	NvitILC-08343		XP_001603249.2
HymHub-v0.3.0-HILC-375	AmelILC-03678		XP_623465.2
HymHub-v0.3.0-HILC-375	BterILC-02306		XP_003394599.1
HymHub-v0.3.0-HILC-375	CfloILC-03893		XP_011269184.1
HymHub-v0.3.0-HILC-375	HsalILC-22435		XP_011150250.1
HymHub-v0.3.0-HILC-375	PcanILC-09439		XP_014608055.1
HymHub-v0.3.0-HILC-375	PdomILC-08475		XP_015180239.1
HymHub-v0.3.0-HILC-375	NvitILC-13270		XP_008202116.1
HymHub-v0.3.0-HILC-376	AmelILC-03448		XP_006560519.1
HymHub-v0.3.0-HILC-376	BterILC-01893		XP_012175976.1
HymHub-v0.3.0-HILC-376	CfloILC-25798		XP_011267060.1
HymHub-v0.3.0-HILC-376	HsalILC-03859		XP_011154626.1
HymHub-v0.3.0-HILC-376	PcanILC-10184		XP_014609204.1
HymHub-v0.3.0-HILC-376	PdomILC-04689		XP_015174405.1
HymHub-v0.3.0-HILC-376	NvitILC-03791		XP_008209955.1
HymHub-v0.3.0-HILC-377	AmelILC-08664		XP_006564578.1
HymHub-v0.3.0-HILC-377	BterILC-11514		XP_012173007.1
HymHub-v0.3.0-HILC-377	CfloILC-05318		XP_011250709.1
HymHub-v0.3.0-HILC-377	HsalILC-21336		XP_011149282.1
HymHub-v0.3.0-HILC-377	PcanILC-09448		XP_014608080.1
HymHub-v0.3.0-HILC-377	PdomILC-08459		XP_015180238.1
HymHub-v0.3.0-HILC-377	NvitILC-02526		XP_001606082.1
HymHub-v0.3.0-HILC-378	AmelILC-07697		XP_396937.4
HymHub-v0.3.0-HILC-378	BterILC-05218		XP_012166038.1
HymHub-v0.3.0-HILC-378	CfloILC-10942		XP_011255271.1
HymHub-v0.3.0-HILC-378	HsalILC-18631		XP_011146905.1
HymHub-v0.3.0-HILC-378	PcanILC-10148		XP_014609133.1
HymHub-v0.3.0-HILC-378	PdomILC-01377		XP_015190437.1
HymHub-v0.3.0-HILC-378	NvitILC-06316		XP_008203915.1
HymHub-v0.3.0-HILC-379	AmelILC-16741		XP_397175.1
HymHub-v0.3.0-HILC-379	BterILC-07103		XP_003398319.1
HymHub-v0.3.0-HILC-379	CfloILC-21695		XP_011263751.1
HymHub-v0.3.0-HILC-379	HsalILC-09274		XP_011138726.1
HymHub-v0.3.0-HILC-379	PcanILC-09213		XP_014607684.1
HymHub-v0.3.0-HILC-379	PdomILC-00256		XP_015171925.1
HymHub-v0.3.0-HILC-379	NvitILC-10300		XP_008207066.1
HymHub-v0.3.0-HILC-380	AmelILC-05749		XP_006569556.1
HymHub-v0.3.0-HILC-380	BterILC-02107		XP_012176461.1
HymHub-v0.3.0-HILC-380	CfloILC-01808		XP_011260407.1
HymHub-v0.3.0-HILC-380	HsalILC-12319		XP_011141509.1
HymHub-v0.3.0-HILC-380	PcanILC-02623		XP_014616738.1
HymHub-v0.3.0-HILC-380	PdomILC-10514		XP_015183229.1
HymHub-v0.3.0-HILC-380	NvitILC-01597		XP_008210914.1
HymHub-v0.3.0-HILC-381	AmelILC-15183		XP_006559458.1
HymHub-v0.3.0-HILC-381	BterILC-08566		XP_003399614.1
HymHub-v0.3.0-HILC-381	CfloILC-27105		XP_011267878.1
HymHub-v0.3.0-HILC-381	HsalILC-08949		XP_011138407.1
HymHub-v0.3.0-HILC-381	PcanILC-06877		XP_014604251.1
HymHub-v0.3.0-HILC-381	PdomILC-00746		XP_015179626.1
HymHub-v0.3.0-HILC-381	NvitILC-08383		XP_008203525.1
HymHub-v0.3.0-HILC-382	AmelILC-06638		NP_001011632.1
HymHub-v0.3.0-HILC-382	BterILC-04184		XP_012164832.1
HymHub-v0.3.0-HILC-382	CfloILC-18679		XP_011261437.1
HymHub-v0.3.0-HILC-382	HsalILC-05434		XP_011135463.1
HymHub-v0.3.0-HILC-382	PcanILC-00525		XP_014601029.1
HymHub-v0.3.0-HILC-382	PdomILC-04080		XP_015173251.1
HymHub-v0.3.0-HILC-382	NvitILC-07555		XP_008207855.1
HymHub-v0.3.0-HILC-383	AmelILC-07405		XP_006560897.1
HymHub-v0.3.0-HILC-383	BterILC-05865		XP_012166734.1
HymHub-v0.3.0-HILC-383	CfloILC-19874		XP_011262456.1
HymHub-v0.3.0-HILC-383	HsalILC-18105		XP_011146373.1
HymHub-v0.3.0-HILC-383	PcanILC-03015		XP_014598183.1
HymHub-v0.3.0-HILC-383	PdomILC-02035		XP_015191513.1
HymHub-v0.3.0-HILC-383	NvitILC-08607		XP_001605545.2
HymHub-v0.3.0-HILC-384	AmelILC-05868		XP_623880.1
HymHub-v0.3.0-HILC-384	BterILC-02144		XP_012176427.1
HymHub-v0.3.0-HILC-384	CfloILC-26622		XP_011267539.1
HymHub-v0.3.0-HILC-384	HsalILC-21189		XP_011149130.1
HymHub-v0.3.0-HILC-384	PcanILC-00082		XP_014606165.1
HymHub-v0.3.0-HILC-384	PdomILC-11506		XP_015184756.1
HymHub-v0.3.0-HILC-384	NvitILC-10601		XP_001607476.1
HymHub-v0.3.0-HILC-385	AmelILC-06594		XP_394641.3
HymHub-v0.3.0-HILC-385	BterILC-04235		XP_003396062.1
HymHub-v0.3.0-HILC-385	CfloILC-14649		XP_011258501.1
HymHub-v0.3.0-HILC-385	HsalILC-05449		XP_011135481.1
HymHub-v0.3.0-HILC-385	PcanILC-04344		XP_014600292.1
HymHub-v0.3.0-HILC-385	PdomILC-13011		XP_015186917.1
HymHub-v0.3.0-HILC-385	NvitILC-01177		XP_001606432.1
HymHub-v0.3.0-HILC-386	AmelILC-05719		XP_006567974.1
HymHub-v0.3.0-HILC-386	BterILC-03609		XP_003395601.1
HymHub-v0.3.0-HILC-386	CfloILC-16608		XP_011260062.1
HymHub-v0.3.0-HILC-386	HsalILC-12937		XP_011141946.1
HymHub-v0.3.0-HILC-386	PcanILC-07154		XP_014604642.1
HymHub-v0.3.0-HILC-386	PdomILC-04431		XP_015173732.1
HymHub-v0.3.0-HILC-386	NvitILC-08765		XP_008211196.1
HymHub-v0.3.0-HILC-387	AmelILC-12110		XP_006559311.1
HymHub-v0.3.0-HILC-387	BterILC-11001		XP_012172657.1
HymHub-v0.3.0-HILC-387	CfloILC-17472		XP_011260752.1
HymHub-v0.3.0-HILC-387	HsalILC-18399		XP_011146640.1
HymHub-v0.3.0-HILC-387	PcanILC-01009		XP_014607940.1
HymHub-v0.3.0-HILC-387	PdomILC-08995		XP_015180972.1
HymHub-v0.3.0-HILC-387	NvitILC-03090		XP_008215867.1
HymHub-v0.3.0-HILC-388	AmelILC-11391		XP_393806.2
HymHub-v0.3.0-HILC-388	BterILC-08188		XP_003398896.1
HymHub-v0.3.0-HILC-388	CfloILC-01898		XP_011261314.1
HymHub-v0.3.0-HILC-388	HsalILC-21755		XP_011149584.1
HymHub-v0.3.0-HILC-388	PcanILC-03988		XP_014599838.1
HymHub-v0.3.0-HILC-388	PdomILC-04532		XP_015173963.1
HymHub-v0.3.0-HILC-388	NvitILC-09022		XP_001605350.2
HymHub-v0.3.0-HILC-389	AmelILC-13845		XP_394044.2
HymHub-v0.3.0-HILC-389	BterILC-09814		XP_012171201.1
HymHub-v0.3.0-HILC-389	CfloILC-08546		XP_011253344.1
HymHub-v0.3.0-HILC-389	HsalILC-20128		XP_011148222.1
HymHub-v0.3.0-HILC-389	PcanILC-02121		XP_014616036.1
HymHub-v0.3.0-HILC-389	PdomILC-02970		XP_015171516.1
HymHub-v0.3.0-HILC-389	NvitILC-04297		XP_008212623.1
HymHub-v0.3.0-HILC-390	AmelILC-14226		XP_624213.3
HymHub-v0.3.0-HILC-390	BterILC-11370		XP_003401268.1
HymHub-v0.3.0-HILC-390	CfloILC-19107		XP_011261840.1
HymHub-v0.3.0-HILC-390	HsalILC-13090		XP_011142141.1
HymHub-v0.3.0-HILC-390	PcanILC-11310		XP_014610700.1
HymHub-v0.3.0-HILC-390	PdomILC-14399		XP_015188856.1
HymHub-v0.3.0-HILC-390	NvitILC-02576		XP_001606458.1
HymHub-v0.3.0-HILC-391	AmelILC-14887		XP_006563777.1
HymHub-v0.3.0-HILC-391	BterILC-08469		XP_003399444.1
HymHub-v0.3.0-HILC-391	CfloILC-07674		XP_011252605.1
HymHub-v0.3.0-HILC-391	HsalILC-15230		XP_011144105.1
HymHub-v0.3.0-HILC-391	PcanILC-00371		XP_014598387.1
HymHub-v0.3.0-HILC-391	PdomILC-11600		XP_015184860.1
HymHub-v0.3.0-HILC-391	NvitILC-03448		XP_001601502.2
HymHub-v0.3.0-HILC-392	AmelILC-14010		XP_001120768.3
HymHub-v0.3.0-HILC-392	BterILC-11035		XP_012172596.1
HymHub-v0.3.0-HILC-392	CfloILC-10339		XP_011254721.1
HymHub-v0.3.0-HILC-392	HsalILC-09401		XP_011138857.1
HymHub-v0.3.0-HILC-392	PcanILC-03754		XP_014599289.1
HymHub-v0.3.0-HILC-392	PdomILC-06385		XP_015176644.1
HymHub-v0.3.0-HILC-392	NvitILC-10290		XP_008207060.1
HymHub-v0.3.0-HILC-393	AmelILC-09722		XP_006567519.1
HymHub-v0.3.0-HILC-393	BterILC-06492		XP_012167574.1
HymHub-v0.3.0-HILC-393	CfloILC-00017		XP_011261327.1
HymHub-v0.3.0-HILC-393	HsalILC-25846		XP_011152812.1
HymHub-v0.3.0-HILC-393	PcanILC-05120		XP_014601502.1
HymHub-v0.3.0-HILC-393	PdomILC-13739		XP_015188047.1
HymHub-v0.3.0-HILC-393	NvitILC-02268		XP_001601673.2
HymHub-v0.3.0-HILC-394	AmelILC-15533		XP_006571875.1
HymHub-v0.3.0-HILC-394	BterILC-06788		XP_012168376.1
HymHub-v0.3.0-HILC-394	CfloILC-04755		XP_011269845.1
HymHub-v0.3.0-HILC-394	HsalILC-12979		XP_011141992.1
HymHub-v0.3.0-HILC-394	PcanILC-01758		XP_014615558.1
HymHub-v0.3.0-HILC-394	PdomILC-07689		XP_015178958.1
HymHub-v0.3.0-HILC-394	NvitILC-13922		XP_001601669.2
HymHub-v0.3.0-HILC-395	AmelILC-10203		XP_006564537.1
HymHub-v0.3.0-HILC-395	BterILC-07278		XP_012167825.1
HymHub-v0.3.0-HILC-395	CfloILC-15425		XP_011259110.1
HymHub-v0.3.0-HILC-395	HsalILC-17430		XP_011145873.1
HymHub-v0.3.0-HILC-395	PcanILC-12886		XP_014612718.1
HymHub-v0.3.0-HILC-395	PdomILC-06956		XP_015177692.1
HymHub-v0.3.0-HILC-395	NvitILC-05362		XP_008204304.1
HymHub-v0.3.0-HILC-396	AmelILC-16627		XP_392802.4
HymHub-v0.3.0-HILC-396	BterILC-11737		XP_012173220.1
HymHub-v0.3.0-HILC-396	CfloILC-13012		XP_011257154.1
HymHub-v0.3.0-HILC-396	HsalILC-10823		XP_011140201.1
HymHub-v0.3.0-HILC-396	PcanILC-06522		XP_014603632.1
HymHub-v0.3.0-HILC-396	PdomILC-00450		XP_015173579.1
HymHub-v0.3.0-HILC-396	NvitILC-05872		XP_008216166.1
HymHub-v0.3.0-HILC-397	AmelILC-05226		XP_006562233.1
HymHub-v0.3.0-HILC-397	BterILC-03485		XP_012164200.1
HymHub-v0.3.0-HILC-397	CfloILC-06623		XP_011251733.1
HymHub-v0.3.0-HILC-397	HsalILC-09454		XP_011138915.1
HymHub-v0.3.0-HILC-397	PcanILC-02542		XP_014616670.1
HymHub-v0.3.0-HILC-397	PdomILC-02441		XP_015191784.1
HymHub-v0.3.0-HILC-397	NvitILC-17166		XP_001601498.1
HymHub-v0.3.0-HILC-398	AmelILC-02168		XP_395961.4
HymHub-v0.3.0-HILC-398	BterILC-01062		XP_003393645.1
HymHub-v0.3.0-HILC-398	CfloILC-11994		XP_011256133.1
HymHub-v0.3.0-HILC-398	HsalILC-16935		XP_011145488.1
HymHub-v0.3.0-HILC-398	PcanILC-05097		XP_014601515.1
HymHub-v0.3.0-HILC-398	PdomILC-13763		XP_015188072.1
HymHub-v0.3.0-HILC-398	NvitILC-03911		XP_008207963.1
HymHub-v0.3.0-HILC-399	AmelILC-13931		XP_006565828.1
HymHub-v0.3.0-HILC-399	BterILC-09864		XP_012171256.1
HymHub-v0.3.0-HILC-399	CfloILC-02488		XP_011266528.1
HymHub-v0.3.0-HILC-399	HsalILC-14056		XP_011143183.1
HymHub-v0.3.0-HILC-399	PcanILC-03483		XP_014598955.1
HymHub-v0.3.0-HILC-399	PdomILC-03479		XP_015172380.1
HymHub-v0.3.0-HILC-399	NvitILC-04825		XP_008211094.1
HymHub-v0.3.0-HILC-400	AmelILC-04562		XP_006562766.1
HymHub-v0.3.0-HILC-400	BterILC-02701		XP_012163682.1
HymHub-v0.3.0-HILC-400	CfloILC-16045		XP_011259645.1
HymHub-v0.3.0-HILC-400	HsalILC-12307		XP_011141484.1
HymHub-v0.3.0-HILC-400	PcanILC-04839		XP_014601073.1
HymHub-v0.3.0-HILC-400	PdomILC-02526		XP_015191821.1
HymHub-v0.3.0-HILC-400	NvitILC-08087		NP_001152818.1
HymHub-v0.3.0-HILC-401	AmelILC-11861		XP_006570468.1
HymHub-v0.3.0-HILC-401	BterILC-07639		XP_003398794.1
HymHub-v0.3.0-HILC-401	CfloILC-10853		XP_011255141.1
HymHub-v0.3.0-HILC-401	HsalILC-00957		XP_011138828.1
HymHub-v0.3.0-HILC-401	PcanILC-13550		XP_014613645.1
HymHub-v0.3.0-HILC-401	PdomILC-03401		XP_015172503.1
HymHub-v0.3.0-HILC-401	NvitILC-10838		XP_001607967.2
HymHub-v0.3.0-HILC-402	AmelILC-14727		XP_001122096.2
HymHub-v0.3.0-HILC-402	BterILC-10659		XP_003401156.1
HymHub-v0.3.0-HILC-402	CfloILC-02577		XP_011267465.1
HymHub-v0.3.0-HILC-402	HsalILC-21621		XP_011149500.1
HymHub-v0.3.0-HILC-402	PcanILC-00193		XP_014615611.1
HymHub-v0.3.0-HILC-402	PdomILC-11537		XP_015184723.1
HymHub-v0.3.0-HILC-402	NvitILC-18054		XP_001604126.2
HymHub-v0.3.0-HILC-403	AmelILC-03779		XP_001120678.1
HymHub-v0.3.0-HILC-403	BterILC-02455		XP_012176660.1
HymHub-v0.3.0-HILC-403	CfloILC-25185		XP_011266573.1
HymHub-v0.3.0-HILC-403	HsalILC-23894		XP_011151446.1
HymHub-v0.3.0-HILC-403	PcanILC-00873		XP_014606487.1
HymHub-v0.3.0-HILC-403	PdomILC-03138		XP_015171842.1
HymHub-v0.3.0-HILC-403	NvitILC-04722		XP_003424883.1
HymHub-v0.3.0-HILC-404	AmelILC-10557		XP_006566066.1
HymHub-v0.3.0-HILC-404	BterILC-07114		XP_003398311.1
HymHub-v0.3.0-HILC-404	CfloILC-15438		XP_011259120.1
HymHub-v0.3.0-HILC-404	HsalILC-19716		XP_011147888.1
HymHub-v0.3.0-HILC-404	PcanILC-11992		XP_014611562.1
HymHub-v0.3.0-HILC-404	PdomILC-02230		XP_015191363.1
HymHub-v0.3.0-HILC-404	NvitILC-05974		XP_001603840.2
HymHub-v0.3.0-HILC-405	AmelILC-05493		XP_393080.4
HymHub-v0.3.0-HILC-405	BterILC-03691		XP_012163959.1
HymHub-v0.3.0-HILC-405	CfloILC-14564		XP_011258439.1
HymHub-v0.3.0-HILC-405	HsalILC-09879		XP_011139237.1
HymHub-v0.3.0-HILC-405	PcanILC-02687		XP_014616843.1
HymHub-v0.3.0-HILC-405	PdomILC-13495		XP_015187613.1
HymHub-v0.3.0-HILC-405	NvitILC-09621		XP_008205785.1
HymHub-v0.3.0-HILC-406	AmelILC-08033		XP_006558920.1
HymHub-v0.3.0-HILC-406	BterILC-14428		XP_003403040.1
HymHub-v0.3.0-HILC-406	CfloILC-12256		XP_011256485.1
HymHub-v0.3.0-HILC-406	HsalILC-08371		XP_011137852.1
HymHub-v0.3.0-HILC-406	PcanILC-01522		XP_014615155.1
HymHub-v0.3.0-HILC-406	PdomILC-13155		XP_015187122.1
HymHub-v0.3.0-HILC-406	NvitILC-18148		XP_001605313.2
HymHub-v0.3.0-HILC-407	AmelILC-07730		XP_006568396.1
HymHub-v0.3.0-HILC-407	BterILC-05200		XP_003396873.1
HymHub-v0.3.0-HILC-407	CfloILC-14990		XP_011258705.1
HymHub-v0.3.0-HILC-407	HsalILC-02367		XP_011149841.1
HymHub-v0.3.0-HILC-407	PcanILC-04355		XP_014600289.1
HymHub-v0.3.0-HILC-407	PdomILC-12999		XP_015186880.1
HymHub-v0.3.0-HILC-407	NvitILC-20453		XP_008211944.1
HymHub-v0.3.0-HILC-408	AmelILC-08608		XP_006564636.1
HymHub-v0.3.0-HILC-408	BterILC-11576		XP_003401700.1
HymHub-v0.3.0-HILC-408	CfloILC-01535		XP_011257740.1
HymHub-v0.3.0-HILC-408	HsalILC-03877		XP_011154655.1
HymHub-v0.3.0-HILC-408	PcanILC-04223		XP_014600171.1
HymHub-v0.3.0-HILC-408	PdomILC-06637		XP_015177278.1
HymHub-v0.3.0-HILC-408	NvitILC-17676		XP_008208907.1
HymHub-v0.3.0-HILC-409	AmelILC-10319		XP_006566273.1
HymHub-v0.3.0-HILC-409	BterILC-07364		XP_012167745.1
HymHub-v0.3.0-HILC-409	CfloILC-10722		XP_011255067.1
HymHub-v0.3.0-HILC-409	HsalILC-18812		XP_011147027.1
HymHub-v0.3.0-HILC-409	PcanILC-05365		XP_014601913.1
HymHub-v0.3.0-HILC-409	PdomILC-14135		XP_015188564.1
HymHub-v0.3.0-HILC-409	NvitILC-05123		XP_008217818.1
HymHub-v0.3.0-HILC-410	AmelILC-16103		XP_006572126.1
HymHub-v0.3.0-HILC-410	BterILC-07325		XP_012167781.1
HymHub-v0.3.0-HILC-410	CfloILC-09046		XP_011253792.1
HymHub-v0.3.0-HILC-410	HsalILC-11376		XP_011140704.1
HymHub-v0.3.0-HILC-410	PcanILC-11638		XP_014611087.1
HymHub-v0.3.0-HILC-410	PdomILC-04659		XP_015174339.1
HymHub-v0.3.0-HILC-410	NvitILC-13389		XP_001605237.3
HymHub-v0.3.0-HILC-411	AmelILC-05996		XP_001121869.2
HymHub-v0.3.0-HILC-411	BterILC-09000		XP_012170316.1
HymHub-v0.3.0-HILC-411	CfloILC-16595		XP_011260035.1
HymHub-v0.3.0-HILC-411	HsalILC-25635		XP_011152644.1
HymHub-v0.3.0-HILC-411	PcanILC-02273		XP_014616399.1
HymHub-v0.3.0-HILC-411	PdomILC-00911		XP_015180338.1
HymHub-v0.3.0-HILC-411	NvitILC-08626		XP_003426349.1
HymHub-v0.3.0-HILC-412	AmelILC-09943		XP_624712.4
HymHub-v0.3.0-HILC-412	BterILC-07029		XP_012168091.1
HymHub-v0.3.0-HILC-412	CfloILC-17527		XP_011260818.1
HymHub-v0.3.0-HILC-412	HsalILC-18002		XP_011146303.1
HymHub-v0.3.0-HILC-412	PcanILC-02490		XP_014616565.1
HymHub-v0.3.0-HILC-412	PdomILC-10675		XP_015183411.1
HymHub-v0.3.0-HILC-412	NvitILC-18582		XP_008210064.1
HymHub-v0.3.0-HILC-413	AmelILC-09216		XP_393022.3
HymHub-v0.3.0-HILC-413	BterILC-06281		XP_012167119.1
HymHub-v0.3.0-HILC-413	CfloILC-24938		XP_011266369.1
HymHub-v0.3.0-HILC-413	HsalILC-06036		XP_011135960.1
HymHub-v0.3.0-HILC-413	PcanILC-11454		XP_014610903.1
HymHub-v0.3.0-HILC-413	PdomILC-04635		XP_015174151.1
HymHub-v0.3.0-HILC-413	NvitILC-09272		XP_001600927.1
