hiLocus	iLocus	Species	Protein
HymHub-v0.3.0-HILC-314	HsalILC-12996		XP_011142025.1
HymHub-v0.3.0-HILC-314	PcanILC-13200		XP_014613179.1
HymHub-v0.3.0-HILC-314	PdtlILC-17146		PdomMRNAr1.2-12087.1
HymHub-v0.3.0-HILC-314	NvitILC-12790		XP_008201819.1
HymHub-v0.3.0-HILC-315	AmelILC-09676		XP_623495.1
HymHub-v0.3.0-HILC-315	BterILC-06535		XP_003397850.1
HymHub-v0.3.0-HILC-315	CfloILC-07426		XP_011252356.1
HymHub-v0.3.0-HILC-315	HsalILC-20985		XP_011148922.1
HymHub-v0.3.0-HILC-315	PcanILC-03727		XP_014599105.1
HymHub-v0.3.0-HILC-315	PdtlILC-07886		PdomMRNAr1.2-08169.1
HymHub-v0.3.0-HILC-315	NvitILC-10253		XP_003426585.1
HymHub-v0.3.0-HILC-316	AmelILC-13769		XP_396392.4
HymHub-v0.3.0-HILC-316	BterILC-10074		XP_003400680.1
HymHub-v0.3.0-HILC-316	CfloILC-22248		XP_011264243.1
HymHub-v0.3.0-HILC-316	HsalILC-22202		XP_011150020.1
HymHub-v0.3.0-HILC-316	PcanILC-06662		XP_014603861.1
HymHub-v0.3.0-HILC-316	PdtlILC-10063		PdomMRNAr1.2-04536.1
HymHub-v0.3.0-HILC-316	NvitILC-03890		XP_001600421.2
HymHub-v0.3.0-HILC-317	AmelILC-04251		XP_623993.3
HymHub-v0.3.0-HILC-317	BterILC-02838		XP_003395113.1
HymHub-v0.3.0-HILC-317	CfloILC-03528		XP_011268809.1
HymHub-v0.3.0-HILC-317	HsalILC-11819		XP_011141007.1
HymHub-v0.3.0-HILC-317	PcanILC-02662		XP_014616821.1
HymHub-v0.3.0-HILC-317	PdtlILC-12773		PdomMRNAr1.2-11517.1
HymHub-v0.3.0-HILC-317	NvitILC-08330		XP_001602957.2
HymHub-v0.3.0-HILC-318	AmelILC-03258		XP_394443.5
HymHub-v0.3.0-HILC-318	BterILC-02243		XP_012176318.1
HymHub-v0.3.0-HILC-318	CfloILC-24001		XP_011265692.1
HymHub-v0.3.0-HILC-318	HsalILC-12520		XP_011141635.1
HymHub-v0.3.0-HILC-318	PcanILC-05079		XP_014601477.1
HymHub-v0.3.0-HILC-318	PdtlILC-09353		PdomMRNAr1.2-01376.1
HymHub-v0.3.0-HILC-318	NvitILC-04776		XP_008210601.1
HymHub-v0.3.0-HILC-319	AmelILC-05328		XP_624953.1
HymHub-v0.3.0-HILC-319	BterILC-03739		XP_012163927.1
HymHub-v0.3.0-HILC-319	CfloILC-04733		XP_011269823.1
HymHub-v0.3.0-HILC-319	HsalILC-19510		XP_011147711.1
HymHub-v0.3.0-HILC-319	PcanILC-05039		XP_014601357.1
HymHub-v0.3.0-HILC-319	PdtlILC-14852		PdomMRNAr1.2-07177.1
HymHub-v0.3.0-HILC-319	NvitILC-06105		XP_008207727.1
HymHub-v0.3.0-HILC-320	AmelILC-09255		XP_396411.5
HymHub-v0.3.0-HILC-320	BterILC-06671		XP_012167669.1
HymHub-v0.3.0-HILC-320	CfloILC-12434		XP_011256756.1
HymHub-v0.3.0-HILC-320	HsalILC-03749		XP_011154522.1
HymHub-v0.3.0-HILC-320	PcanILC-11724		XP_014611220.1
HymHub-v0.3.0-HILC-320	PdtlILC-06399		PdomMRNAr1.2-00983.1
HymHub-v0.3.0-HILC-320	NvitILC-18649		XP_008210140.1
HymHub-v0.3.0-HILC-321	AmelILC-10629		XP_006569249.1
HymHub-v0.3.0-HILC-321	BterILC-06741		XP_012168413.1
HymHub-v0.3.0-HILC-321	CfloILC-09643		XP_011254156.1
HymHub-v0.3.0-HILC-321	HsalILC-17051		XP_011145594.1
HymHub-v0.3.0-HILC-321	PcanILC-05341		XP_014601957.1
HymHub-v0.3.0-HILC-321	PdtlILC-15466		PdomMRNAr1.2-00045.1
HymHub-v0.3.0-HILC-321	NvitILC-05083		XP_001605901.2
HymHub-v0.3.0-HILC-322	AmelILC-01952		XP_001122093.1
HymHub-v0.3.0-HILC-322	BterILC-00087		XP_003392931.1
HymHub-v0.3.0-HILC-322	CfloILC-05592		XP_011250901.1
HymHub-v0.3.0-HILC-322	HsalILC-00851		XP_011138030.1
HymHub-v0.3.0-HILC-322	PcanILC-11235		XP_014610634.1
HymHub-v0.3.0-HILC-322	PdtlILC-15921		PdomMRNAr1.2-05495.1
HymHub-v0.3.0-HILC-322	NvitILC-10073		XP_001600447.2
HymHub-v0.3.0-HILC-323	AmelILC-03099		XP_006568833.1
HymHub-v0.3.0-HILC-323	BterILC-01166		XP_003393712.1
HymHub-v0.3.0-HILC-323	CfloILC-02213		XP_011263539.1
HymHub-v0.3.0-HILC-323	HsalILC-22451		XP_011150267.1
HymHub-v0.3.0-HILC-323	PcanILC-01739		XP_014615554.1
HymHub-v0.3.0-HILC-323	PdtlILC-09491		PdomMRNAr1.2-01699.1
HymHub-v0.3.0-HILC-323	NvitILC-07283		XP_001603798.2
HymHub-v0.3.0-HILC-324	AmelILC-15505		NP_001165875.1
HymHub-v0.3.0-HILC-324	BterILC-02037		XP_012175845.1
HymHub-v0.3.0-HILC-324	CfloILC-22153		XP_011264146.1
HymHub-v0.3.0-HILC-324	HsalILC-00383		XP_011154028.1
HymHub-v0.3.0-HILC-324	PcanILC-01542		XP_014615191.1
HymHub-v0.3.0-HILC-324	PdtlILC-15295		PdomMRNAr1.2-09317.1
HymHub-v0.3.0-HILC-324	NvitILC-13701		NP_001161447.1
HymHub-v0.3.0-HILC-325	AmelILC-13146		XP_393174.1
HymHub-v0.3.0-HILC-325	BterILC-09679		XP_012170851.1
HymHub-v0.3.0-HILC-325	CfloILC-13017		XP_011257161.1
HymHub-v0.3.0-HILC-325	HsalILC-25192		XP_011152260.1
HymHub-v0.3.0-HILC-325	PcanILC-10847		XP_014610102.1
HymHub-v0.3.0-HILC-325	PdtlILC-02662		PdomMRNAr1.2-01357.1
HymHub-v0.3.0-HILC-325	NvitILC-22860		XP_008216924.1
HymHub-v0.3.0-HILC-326	AmelILC-04695		XP_394472.4
HymHub-v0.3.0-HILC-326	BterILC-03174		XP_003395159.1
HymHub-v0.3.0-HILC-326	CfloILC-07330		XP_011252232.1
HymHub-v0.3.0-HILC-326	HsalILC-16006		XP_011144721.1
HymHub-v0.3.0-HILC-326	PcanILC-09961		XP_014608885.1
HymHub-v0.3.0-HILC-326	PdtlILC-04149		PdomMRNAr1.2-01075.1
HymHub-v0.3.0-HILC-326	NvitILC-08917		XP_003427518.1
HymHub-v0.3.0-HILC-327	AmelILC-13457		XP_391995.3
HymHub-v0.3.0-HILC-327	BterILC-10336		XP_003400702.1
HymHub-v0.3.0-HILC-327	CfloILC-08878		XP_011253618.1
HymHub-v0.3.0-HILC-327	HsalILC-09809		XP_011139183.1
HymHub-v0.3.0-HILC-327	PcanILC-07297		XP_014604853.1
HymHub-v0.3.0-HILC-327	PdtlILC-10603		PdomMRNAr1.2-07325.1
HymHub-v0.3.0-HILC-327	NvitILC-08422		XP_001604753.1
HymHub-v0.3.0-HILC-328	AmelILC-12727		XP_393336.2
HymHub-v0.3.0-HILC-328	BterILC-09573		XP_012170950.1
HymHub-v0.3.0-HILC-328	CfloILC-02439		XP_011266184.1
HymHub-v0.3.0-HILC-328	HsalILC-02585		XP_011151776.1
HymHub-v0.3.0-HILC-328	PcanILC-00314		XP_014598646.1
HymHub-v0.3.0-HILC-328	PdtlILC-04240		PdomMRNAr1.2-00896.1
HymHub-v0.3.0-HILC-328	NvitILC-06000		XP_008216299.1
HymHub-v0.3.0-HILC-329	AmelILC-07057		XP_006571001.1
HymHub-v0.3.0-HILC-329	BterILC-03953		XP_003395919.1
HymHub-v0.3.0-HILC-329	CfloILC-25735		XP_011267040.1
HymHub-v0.3.0-HILC-329	HsalILC-26452		XP_011153390.1
HymHub-v0.3.0-HILC-329	PcanILC-09191		XP_014607651.1
HymHub-v0.3.0-HILC-329	PdtlILC-12877		PdomMRNAr1.2-06653.1
HymHub-v0.3.0-HILC-329	NvitILC-23562		XP_001599271.3
HymHub-v0.3.0-HILC-330	AmelILC-13235		XP_393588.2
HymHub-v0.3.0-HILC-330	BterILC-10409		XP_003400822.1
HymHub-v0.3.0-HILC-330	CfloILC-10199		XP_011254633.1
HymHub-v0.3.0-HILC-330	HsalILC-15311		XP_011144150.1
HymHub-v0.3.0-HILC-330	PcanILC-00854		XP_014607356.1
HymHub-v0.3.0-HILC-330	PdtlILC-03950		PdomMRNAr1.2-10403.1
HymHub-v0.3.0-HILC-330	NvitILC-06089		XP_003423811.1
HymHub-v0.3.0-HILC-331	AmelILC-10322		XP_393148.4
HymHub-v0.3.0-HILC-331	BterILC-07367		XP_003398230.1
HymHub-v0.3.0-HILC-331	CfloILC-10724		XP_011255069.1
HymHub-v0.3.0-HILC-331	HsalILC-18814		XP_011147029.1
HymHub-v0.3.0-HILC-331	PcanILC-05367		XP_014601944.1
HymHub-v0.3.0-HILC-331	PdtlILC-17195		PdomMRNAr1.2-00585.1
HymHub-v0.3.0-HILC-331	NvitILC-05125		XP_008217820.1
HymHub-v0.3.0-HILC-332	AmelILC-06047		XP_006557578.1
HymHub-v0.3.0-HILC-332	BterILC-04057		XP_003395922.1
HymHub-v0.3.0-HILC-332	CfloILC-24115		XP_011265794.1
HymHub-v0.3.0-HILC-332	HsalILC-24807		XP_011151969.1
HymHub-v0.3.0-HILC-332	PcanILC-11593		XP_014611077.1
HymHub-v0.3.0-HILC-332	PdtlILC-14205		PdomMRNAr1.2-10885.1
HymHub-v0.3.0-HILC-332	NvitILC-08394		XP_008203538.1
HymHub-v0.3.0-HILC-333	AmelILC-05854		XP_393469.2
HymHub-v0.3.0-HILC-333	BterILC-02396		XP_003394662.1
HymHub-v0.3.0-HILC-333	CfloILC-16745		XP_011260177.1
HymHub-v0.3.0-HILC-333	HsalILC-12424		XP_011141589.1
HymHub-v0.3.0-HILC-333	PcanILC-10679		XP_014609937.1
HymHub-v0.3.0-HILC-333	PdtlILC-00845		PdomMRNAr1.2-08822.1
HymHub-v0.3.0-HILC-333	NvitILC-13407		XP_001605610.1
HymHub-v0.3.0-HILC-334	AmelILC-06678		XP_623366.1
HymHub-v0.3.0-HILC-334	BterILC-04198		XP_003396034.1
HymHub-v0.3.0-HILC-334	CfloILC-12557		XP_011256852.1
HymHub-v0.3.0-HILC-334	HsalILC-05408		XP_011135443.1
HymHub-v0.3.0-HILC-334	PcanILC-00511		XP_014600537.1
HymHub-v0.3.0-HILC-334	PdtlILC-05189		PdomMRNAr1.2-00379.1
HymHub-v0.3.0-HILC-334	NvitILC-01313		XP_001600436.1
HymHub-v0.3.0-HILC-335	AmelILC-04671		XP_395913.3
HymHub-v0.3.0-HILC-335	BterILC-12647		XP_003402487.1
HymHub-v0.3.0-HILC-335	CfloILC-20566		XP_011262940.1
HymHub-v0.3.0-HILC-335	HsalILC-26612		XP_011153511.1
HymHub-v0.3.0-HILC-335	PcanILC-03001		XP_014598125.1
HymHub-v0.3.0-HILC-335	PdtlILC-08559		PdomMRNAr1.2-01084.1
HymHub-v0.3.0-HILC-335	NvitILC-05672		XP_008204886.1
HymHub-v0.3.0-HILC-336	AmelILC-12585		XP_393870.2
HymHub-v0.3.0-HILC-336	BterILC-08788		XP_003399941.1
HymHub-v0.3.0-HILC-336	CfloILC-23361		XP_011265218.1
HymHub-v0.3.0-HILC-336	HsalILC-18669		XP_011146928.1
HymHub-v0.3.0-HILC-336	PcanILC-04582		XP_014600673.1
HymHub-v0.3.0-HILC-336	PdtlILC-04951		PdomMRNAr1.2-02154.1
HymHub-v0.3.0-HILC-336	NvitILC-01865		XP_008205738.1
HymHub-v0.3.0-HILC-337	AmelILC-08863		XP_006569759.1
HymHub-v0.3.0-HILC-337	BterILC-11688		XP_012173180.1
HymHub-v0.3.0-HILC-337	CfloILC-02599		XP_011267755.1
HymHub-v0.3.0-HILC-337	HsalILC-18427		XP_011146692.1
HymHub-v0.3.0-HILC-337	PcanILC-08264		XP_014606304.1
HymHub-v0.3.0-HILC-337	PdtlILC-14795		PdomMRNAr1.2-00952.1
HymHub-v0.3.0-HILC-337	NvitILC-03588		XP_001604294.1
HymHub-v0.3.0-HILC-338	AmelILC-04297		XP_001121600.2
HymHub-v0.3.0-HILC-338	BterILC-02591		XP_012163072.1
HymHub-v0.3.0-HILC-338	CfloILC-19880		XP_011262461.1
HymHub-v0.3.0-HILC-338	HsalILC-21203		XP_011149160.1
HymHub-v0.3.0-HILC-338	PcanILC-02642		XP_014616817.1
HymHub-v0.3.0-HILC-338	PdtlILC-12811		PdomMRNAr1.2-08550.1
HymHub-v0.3.0-HILC-338	NvitILC-05438		XP_001605971.1
HymHub-v0.3.0-HILC-339	AmelILC-00414		XP_623301.1
HymHub-v0.3.0-HILC-339	BterILC-02679		XP_003394872.1
HymHub-v0.3.0-HILC-339	CfloILC-24519		XP_011266122.1
HymHub-v0.3.0-HILC-339	HsalILC-24782		XP_011151941.1
HymHub-v0.3.0-HILC-339	PcanILC-00936		XP_014609121.1
HymHub-v0.3.0-HILC-339	PdtlILC-08371		PdomMRNAr1.2-01668.1
HymHub-v0.3.0-HILC-339	NvitILC-08541		XP_008206548.1
HymHub-v0.3.0-HILC-340	AmelILC-02187		XP_395844.3
HymHub-v0.3.0-HILC-340	BterILC-12256		XP_003402232.1
HymHub-v0.3.0-HILC-340	CfloILC-12014		XP_011256162.1
HymHub-v0.3.0-HILC-340	HsalILC-16942		XP_011145494.1
HymHub-v0.3.0-HILC-340	PcanILC-11983		XP_014611573.1
HymHub-v0.3.0-HILC-340	PdtlILC-02845		PdomMRNAr1.2-09151.1
HymHub-v0.3.0-HILC-340	NvitILC-15904		XP_008206005.1
HymHub-v0.3.0-HILC-341	AmelILC-06641		NP_001011650.1
HymHub-v0.3.0-HILC-341	BterILC-04186		XP_003396026.1
HymHub-v0.3.0-HILC-341	CfloILC-18682		XP_011261434.1
HymHub-v0.3.0-HILC-341	HsalILC-05432		XP_011135465.1
HymHub-v0.3.0-HILC-341	PcanILC-00523		XP_014601224.1
HymHub-v0.3.0-HILC-341	PdtlILC-05208		PdomMRNAr1.2-07727.1
HymHub-v0.3.0-HILC-341	NvitILC-07547		XP_001602491.2
HymHub-v0.3.0-HILC-342	AmelILC-04306		NP_001128421.1
HymHub-v0.3.0-HILC-342	BterILC-02916		XP_012163447.1
HymHub-v0.3.0-HILC-342	CfloILC-19615		XP_011262245.1
HymHub-v0.3.0-HILC-342	HsalILC-13946		XP_011142951.1
HymHub-v0.3.0-HILC-342	PcanILC-04054		XP_014599636.1
HymHub-v0.3.0-HILC-342	PdtlILC-10610		PdomMRNAr1.2-05130.1
HymHub-v0.3.0-HILC-342	NvitILC-05456		XP_001606155.1
HymHub-v0.3.0-HILC-343	AmelILC-12480		XP_624708.1
HymHub-v0.3.0-HILC-343	BterILC-08662		XP_003399506.1
HymHub-v0.3.0-HILC-343	CfloILC-13183		XP_011257359.1
HymHub-v0.3.0-HILC-343	HsalILC-13384		XP_011142428.1
HymHub-v0.3.0-HILC-343	PcanILC-00643		XP_014604329.1
HymHub-v0.3.0-HILC-343	PdtlILC-03605		PdomMRNAr1.2-00965.1
HymHub-v0.3.0-HILC-343	NvitILC-02397		XP_001604227.1
HymHub-v0.3.0-HILC-344	AmelILC-08611		XP_397094.2
HymHub-v0.3.0-HILC-344	BterILC-11573		XP_003401697.1
HymHub-v0.3.0-HILC-344	CfloILC-11021		XP_011255322.1
HymHub-v0.3.0-HILC-344	HsalILC-17889		XP_011146177.1
HymHub-v0.3.0-HILC-344	PcanILC-03380		XP_014598653.1
HymHub-v0.3.0-HILC-344	PdtlILC-11903		PdomMRNAr1.2-10005.1
HymHub-v0.3.0-HILC-344	NvitILC-22951		XP_001605621.1
HymHub-v0.3.0-HILC-345	AmelILC-11844		XP_006570489.1
HymHub-v0.3.0-HILC-345	BterILC-07621		XP_012168631.1
HymHub-v0.3.0-HILC-345	CfloILC-22104		XP_011264070.1
HymHub-v0.3.0-HILC-345	HsalILC-20182		XP_011148305.1
HymHub-v0.3.0-HILC-345	PcanILC-10974		XP_014610346.1
HymHub-v0.3.0-HILC-345	PdtlILC-15037		PdomMRNAr1.2-01845.1
HymHub-v0.3.0-HILC-345	NvitILC-07417		XP_008204617.1
HymHub-v0.3.0-HILC-346	AmelILC-13716		XP_394017.3
HymHub-v0.3.0-HILC-346	BterILC-10130		XP_012171539.1
HymHub-v0.3.0-HILC-346	CfloILC-08352		XP_011253184.1
HymHub-v0.3.0-HILC-346	HsalILC-14840		XP_011143756.1
HymHub-v0.3.0-HILC-346	PcanILC-04811		XP_014601047.1
HymHub-v0.3.0-HILC-346	PdtlILC-03252		PdomMRNAr1.2-06963.1
HymHub-v0.3.0-HILC-346	NvitILC-11220		XP_008202731.1
HymHub-v0.3.0-HILC-347	AmelILC-14822		XP_394056.4
HymHub-v0.3.0-HILC-347	BterILC-10609		XP_003401150.1
HymHub-v0.3.0-HILC-347	CfloILC-17510		XP_011260796.1
HymHub-v0.3.0-HILC-347	HsalILC-21574		XP_011149473.1
HymHub-v0.3.0-HILC-347	PcanILC-06156		XP_014602988.1
HymHub-v0.3.0-HILC-347	PdtlILC-10920		PdomMRNAr1.2-08985.1
HymHub-v0.3.0-HILC-347	NvitILC-03265		XP_008216114.1
HymHub-v0.3.0-HILC-348	AmelILC-13944		XP_006565838.1
HymHub-v0.3.0-HILC-348	BterILC-09876		XP_012171263.1
HymHub-v0.3.0-HILC-348	CfloILC-02475		XP_011266319.1
HymHub-v0.3.0-HILC-348	HsalILC-14072		XP_011143076.1
HymHub-v0.3.0-HILC-348	PcanILC-03492		XP_014598844.1
HymHub-v0.3.0-HILC-348	PdtlILC-04420		PdomMRNAr1.2-07704.1
HymHub-v0.3.0-HILC-348	NvitILC-10108		XP_008206831.1
HymHub-v0.3.0-HILC-349	AmelILC-08003		XP_006558698.1
HymHub-v0.3.0-HILC-349	BterILC-13369		XP_003402687.1
HymHub-v0.3.0-HILC-349	CfloILC-16626		XP_011260085.1
HymHub-v0.3.0-HILC-349	HsalILC-09375		XP_011138813.1
HymHub-v0.3.0-HILC-349	PcanILC-11217		XP_014610599.1
HymHub-v0.3.0-HILC-349	PdtlILC-16282		PdomMRNAr1.2-07032.1
HymHub-v0.3.0-HILC-349	NvitILC-02991		XP_001608262.1
HymHub-v0.3.0-HILC-350	AmelILC-08678		XP_006564570.1
HymHub-v0.3.0-HILC-350	BterILC-11503		XP_003401757.1
HymHub-v0.3.0-HILC-350	CfloILC-22600		XP_011264484.1
HymHub-v0.3.0-HILC-350	HsalILC-21321		XP_011149265.1
HymHub-v0.3.0-HILC-350	PcanILC-03664		XP_014599206.1
HymHub-v0.3.0-HILC-350	PdtlILC-07812		PdomMRNAr1.2-06855.1
HymHub-v0.3.0-HILC-350	NvitILC-02855		XP_001607690.2
HymHub-v0.3.0-HILC-351	AmelILC-16580		XP_006572356.1
HymHub-v0.3.0-HILC-351	BterILC-14793		XP_003403275.1
HymHub-v0.3.0-HILC-351	CfloILC-01886		XP_011261084.1
HymHub-v0.3.0-HILC-351	HsalILC-07087		XP_011136771.1
HymHub-v0.3.0-HILC-351	PcanILC-02929		XP_014597923.1
HymHub-v0.3.0-HILC-351	PdtlILC-01365		PdomMRNAr1.2-10020.1
HymHub-v0.3.0-HILC-351	NvitILC-17087		XP_008208507.1
HymHub-v0.3.0-HILC-352	AmelILC-07095		XP_001122083.2
HymHub-v0.3.0-HILC-352	BterILC-06160		XP_012167218.1
HymHub-v0.3.0-HILC-352	CfloILC-07055		XP_011252056.1
HymHub-v0.3.0-HILC-352	HsalILC-08687		XP_011138184.1
HymHub-v0.3.0-HILC-352	PcanILC-05745		XP_014602417.1
HymHub-v0.3.0-HILC-352	PdtlILC-08072		PdomMRNAr1.2-04128.1
HymHub-v0.3.0-HILC-352	NvitILC-04322		XP_001606983.2
HymHub-v0.3.0-HILC-353	AmelILC-00494		XP_006563283.1
HymHub-v0.3.0-HILC-353	BterILC-04348		XP_003396215.1
HymHub-v0.3.0-HILC-353	CfloILC-23050		XP_011264842.1
HymHub-v0.3.0-HILC-353	HsalILC-15831		XP_011144588.1
HymHub-v0.3.0-HILC-353	PcanILC-01910		XP_014615718.1
HymHub-v0.3.0-HILC-353	PdtlILC-10249		PdomMRNAr1.2-00010.1
HymHub-v0.3.0-HILC-353	NvitILC-17827		XP_003424312.1
HymHub-v0.3.0-HILC-354	AmelILC-09391		XP_396237.5
HymHub-v0.3.0-HILC-354	BterILC-05949		XP_003397437.1
HymHub-v0.3.0-HILC-354	CfloILC-14897		XP_011258662.1
HymHub-v0.3.0-HILC-354	HsalILC-17956		XP_011146248.1
HymHub-v0.3.0-HILC-354	PcanILC-10865		XP_014610164.1
HymHub-v0.3.0-HILC-354	PdtlILC-16833		PdomMRNAr1.2-10878.1
HymHub-v0.3.0-HILC-354	NvitILC-09551		XP_001603492.1
HymHub-v0.3.0-HILC-355	AmelILC-07703		XP_394686.4
HymHub-v0.3.0-HILC-355	BterILC-04892		XP_012165703.1
HymHub-v0.3.0-HILC-355	CfloILC-21055		XP_011263347.1
HymHub-v0.3.0-HILC-355	HsalILC-20718		XP_011148726.1
HymHub-v0.3.0-HILC-355	PcanILC-00022		XP_014608658.1
HymHub-v0.3.0-HILC-355	PdtlILC-08729		PdomMRNAr1.2-00739.1
HymHub-v0.3.0-HILC-355	NvitILC-23317		XP_001601982.3
HymHub-v0.3.0-HILC-356	AmelILC-01220		XP_006570206.1
HymHub-v0.3.0-HILC-356	BterILC-04577		XP_012165331.1
HymHub-v0.3.0-HILC-356	CfloILC-03229		XP_011268521.1
HymHub-v0.3.0-HILC-356	HsalILC-14661		XP_011143597.1
HymHub-v0.3.0-HILC-356	PcanILC-01672		XP_014615525.1
HymHub-v0.3.0-HILC-356	PdtlILC-09409		PdomMRNAr1.2-06443.1
HymHub-v0.3.0-HILC-356	NvitILC-00281		XP_001606553.2
HymHub-v0.3.0-HILC-357	AmelILC-01807		XP_395724.2
HymHub-v0.3.0-HILC-357	BterILC-00174		XP_003393174.1
HymHub-v0.3.0-HILC-357	CfloILC-26561		XP_011267500.1
HymHub-v0.3.0-HILC-357	HsalILC-00981		XP_011139090.1
HymHub-v0.3.0-HILC-357	PcanILC-00158		XP_014615859.1
HymHub-v0.3.0-HILC-357	PdtlILC-07280		PdomMRNAr1.2-11364.1
HymHub-v0.3.0-HILC-357	NvitILC-06945		XP_001606402.2
HymHub-v0.3.0-HILC-358	AmelILC-01063		XP_006569690.1
HymHub-v0.3.0-HILC-358	BterILC-04508		XP_012165235.1
HymHub-v0.3.0-HILC-358	CfloILC-10144		XP_011254606.1
HymHub-v0.3.0-HILC-358	HsalILC-10157		XP_011139490.1
HymHub-v0.3.0-HILC-358	PcanILC-06512		XP_014603552.1
HymHub-v0.3.0-HILC-358	PdtlILC-00553		PdomMRNAr1.2-11023.1
HymHub-v0.3.0-HILC-358	NvitILC-06936		XP_008213593.1
HymHub-v0.3.0-HILC-359	AmelILC-11840		XP_006570495.1
HymHub-v0.3.0-HILC-359	BterILC-07618		XP_012168636.1
HymHub-v0.3.0-HILC-359	CfloILC-17279		XP_011260641.1
HymHub-v0.3.0-HILC-359	HsalILC-03606		XP_011154378.1
HymHub-v0.3.0-HILC-359	PcanILC-06004		XP_014602775.1
HymHub-v0.3.0-HILC-359	PdtlILC-12421		PdomMRNAr1.2-03096.1
HymHub-v0.3.0-HILC-359	NvitILC-08243		XP_001601040.2
HymHub-v0.3.0-HILC-360	AmelILC-08248		XP_001122669.2
HymHub-v0.3.0-HILC-360	BterILC-05494		XP_012166325.1
HymHub-v0.3.0-HILC-360	CfloILC-18203		XP_011261181.1
HymHub-v0.3.0-HILC-360	HsalILC-23809		XP_011151379.1
HymHub-v0.3.0-HILC-360	PcanILC-11999		XP_014611613.1
HymHub-v0.3.0-HILC-360	PdtlILC-16448		PdomMRNAr1.2-07530.1
HymHub-v0.3.0-HILC-360	NvitILC-07822		XP_008216636.1
HymHub-v0.3.0-HILC-361	AmelILC-10138		XP_624146.2
HymHub-v0.3.0-HILC-361	BterILC-14988		XP_012175372.1
HymHub-v0.3.0-HILC-361	CfloILC-15080		XP_011258778.1
HymHub-v0.3.0-HILC-361	HsalILC-00795		XP_011137478.1
HymHub-v0.3.0-HILC-361	PcanILC-11787		XP_014611331.1
HymHub-v0.3.0-HILC-361	PdtlILC-07591		PdomMRNAr1.2-00538.1
HymHub-v0.3.0-HILC-361	NvitILC-06273		XP_008203881.1
HymHub-v0.3.0-HILC-362	AmelILC-13589		XP_006563061.1
HymHub-v0.3.0-HILC-362	BterILC-10250		XP_012171672.1
HymHub-v0.3.0-HILC-362	CfloILC-25171		XP_011266566.1
HymHub-v0.3.0-HILC-362	HsalILC-23320		XP_011150874.1
HymHub-v0.3.0-HILC-362	PcanILC-08816		XP_014607075.1
HymHub-v0.3.0-HILC-362	PdtlILC-10030		PdomMRNAr1.2-01494.1
HymHub-v0.3.0-HILC-362	NvitILC-11335		XP_008203798.1
HymHub-v0.3.0-HILC-363	AmelILC-00936		XP_006568641.1
HymHub-v0.3.0-HILC-363	BterILC-04498		XP_012165207.1
HymHub-v0.3.0-HILC-363	CfloILC-24916		XP_011266344.1
HymHub-v0.3.0-HILC-363	HsalILC-01922		XP_011145929.1
HymHub-v0.3.0-HILC-363	PcanILC-09657		XP_014608448.1
HymHub-v0.3.0-HILC-363	PdtlILC-16053		PdomMRNAr1.2-03148.1
HymHub-v0.3.0-HILC-363	NvitILC-02301		XP_008215135.1
HymHub-v0.3.0-HILC-364	AmelILC-00554		XP_006563309.1
HymHub-v0.3.0-HILC-364	BterILC-13490		XP_003402770.1
HymHub-v0.3.0-HILC-364	CfloILC-24379		XP_011265968.1
HymHub-v0.3.0-HILC-364	HsalILC-09602		XP_011139071.1
HymHub-v0.3.0-HILC-364	PcanILC-06926		XP_014604328.1
HymHub-v0.3.0-HILC-364	PdtlILC-15728		PdomMRNAr1.2-08357.1
HymHub-v0.3.0-HILC-364	NvitILC-04887		XP_001602799.1
HymHub-v0.3.0-HILC-365	AmelILC-03641		XP_397130.4
HymHub-v0.3.0-HILC-365	BterILC-02275		XP_003394629.1
HymHub-v0.3.0-HILC-365	CfloILC-14040		XP_011257975.1
HymHub-v0.3.0-HILC-365	HsalILC-22058		XP_011149848.1
HymHub-v0.3.0-HILC-365	PcanILC-12879		XP_014612716.1
HymHub-v0.3.0-HILC-365	PdtlILC-16631		PdomMRNAr1.2-03141.1
HymHub-v0.3.0-HILC-365	NvitILC-03421		XP_008209388.1
HymHub-v0.3.0-HILC-366	AmelILC-11665		XP_006566682.1
HymHub-v0.3.0-HILC-366	BterILC-07673		XP_012168562.1
HymHub-v0.3.0-HILC-366	CfloILC-07943		XP_011252820.1
HymHub-v0.3.0-HILC-366	HsalILC-22774		XP_011150553.1
HymHub-v0.3.0-HILC-366	PcanILC-10534		XP_014609719.1
HymHub-v0.3.0-HILC-366	PdtlILC-07135		PdomMRNAr1.2-05885.1
HymHub-v0.3.0-HILC-366	NvitILC-05402		XP_008204333.1
HymHub-v0.3.0-HILC-367	AmelILC-08919		XP_006569795.1
HymHub-v0.3.0-HILC-367	BterILC-02088		XP_003394428.1
HymHub-v0.3.0-HILC-367	CfloILC-24753		XP_011266283.1
HymHub-v0.3.0-HILC-367	HsalILC-07095		XP_011136780.1
HymHub-v0.3.0-HILC-367	PcanILC-09640		XP_014608358.1
HymHub-v0.3.0-HILC-367	PdtlILC-06864		PdomMRNAr1.2-09868.1
HymHub-v0.3.0-HILC-367	NvitILC-17080		XP_001599929.2
HymHub-v0.3.0-HILC-368	AmelILC-09393		XP_624036.2
HymHub-v0.3.0-HILC-368	BterILC-06038		XP_003397552.1
